Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Flood?,date
2270,Chandpur,1974,3,36.1,21.0,274.0,72.0,1.4,1.2,6.889189189,41941,568556.9,571945.8,23.26,90.67,7,1974.03,0,1974-03-01
2271,Chandpur,1974,4,35.0,23.1,127.0,78.0,2.6,2.7,7.1,41941,568556.9,571945.8,23.26,90.67,7,1974.04,0,1974-04-01
2272,Chandpur,1974,5,37.2,23.8,330.0,79.0,2.6,3.7,5.840540541,41941,568556.9,571945.8,23.26,90.67,7,1974.05,1,1974-05-01
2273,Chandpur,1974,6,37.2,25.0,300.0,86.0,2.3,3.9,3.637837838,41941,568556.9,571945.8,23.26,90.67,7,1974.06,0,1974-06-01
2274,Chandpur,1974,7,32.6,24.8,579.0,90.0,1.3,4.8,3.416216216,41941,568556.9,571945.8,23.26,90.67,7,1974.07,1,1974-07-01
2275,Chandpur,1974,8,33.3,24.3,210.0,88.0,1.5,4.8,3.851351351,41941,568556.9,571945.8,23.26,90.67,7,1974.08,0,1974-08-01
2276,Chandpur,1974,9,35.0,25.1,2.0,86.0,1.1,3.2,4.289189189,41941,568556.9,571945.8,23.26,90.67,7,1974.09,0,1974-09-01
2277,Chandpur,1974,10,35.7,24.7,19.0,84.0,1.0,2.9,6.035135135,41941,568556.9,571945.8,23.26,90.67,7,1974.10,0,1974-10-01
2278,Chandpur,1974,11,33.3,22.7,1.0,80.0,1.1,1.7,6.635135135,41941,568556.9,571945.8,23.26,90.67,7,1974.11,0,1974-11-01
2279,Chandpur,1974,12,27.1,14.1,0.0,72.0,1.0,0.0,5.583783784,41941,568556.9,571945.8,23.26,90.67,7,1974.12,0,1974-12-01
2280,Chandpur,1975,1,27.2,13.4,0.0,72.0,1.1,0.1,5.683783784,41941,568556.9,571945.8,23.26,90.67,7,1975.01,0,1975-01-01
2281,Chandpur,1975,2,31.7,14.1,0.0,69.0,1.0,0.4,6.781081081,41941,568556.9,571945.8,23.26,90.67,7,1975.02,0,1975-02-01
2282,Chandpur,1975,3,36.1,19.6,1.0,70.0,1.0,0.8,6.889189189,41941,568556.9,571945.8,23.26,90.67,7,1975.03,0,1975-03-01
2283,Chandpur,1975,4,35.6,23.8,2.0,73.0,2.5,1.7,7.1,41941,568556.9,571945.8,23.26,90.67,7,1975.04,0,1975-04-01
2284,Chandpur,1975,5,35.6,23.6,101.0,76.0,2.3,2.6,5.840540541,41941,568556.9,571945.8,23.26,90.67,7,1975.05,0,1975-05-01
2285,Chandpur,1975,6,35.6,25.6,176.0,85.0,1.2,3.5,3.637837838,41941,568556.9,571945.8,23.26,90.67,7,1975.06,0,1975-06-01
2286,Chandpur,1975,7,33.3,25.0,525.0,90.0,1.6,4.6,3.416216216,41941,568556.9,571945.8,23.26,90.67,7,1975.07,1,1975-07-01
2287,Chandpur,1975,8,35.0,25.6,124.0,87.0,1.7,3.6,3.851351351,41941,568556.9,571945.8,23.26,90.67,7,1975.08,0,1975-08-01
2288,Chandpur,1975,9,33.9,25.2,147.0,90.0,1.8,3.8,4.289189189,41941,568556.9,571945.8,23.26,90.67,7,1975.09,0,1975-09-01
2289,Chandpur,1975,10,35.6,25.3,15.0,83.0,1.3,2.8,6.035135135,41941,568556.9,571945.8,23.26,90.67,7,1975.10,0,1975-10-01
2290,Chandpur,1975,11,31.7,19.6,7.0,80.0,1.0,1.9,6.635135135,41941,568556.9,571945.8,23.26,90.67,7,1975.11,0,1975-11-01
2291,Chandpur,1975,12,28.9,14.1,0.0,74.0,1.1,0.0,5.583783784,41941,568556.9,571945.8,23.26,90.67,7,1975.12,0,1975-12-01
2292,Chandpur,1976,1,28.9,13.7,0.0,75.0,1.0,0.0,5.683783784,41941,568556.9,571945.8,23.26,90.67,7,1976.01,0,1976-01-01
2293,Chandpur,1976,2,32.2,16.8,0.0,72.0,1.0,0.2,6.781081081,41941,568556.9,571945.8,23.26,90.67,7,1976.02,0,1976-02-01
2294,Chandpur,1976,3,36.1,22.0,9.0,71.0,2.3,0.4,6.889189189,41941,568556.9,571945.8,23.26,90.67,7,1976.03,0,1976-03-01
2295,Chandpur,1976,4,36.7,22.8,15.0,75.0,3.6,1.0,7.1,41941,568556.9,571945.8,23.26,90.67,7,1976.04,0,1976-04-01
2296,Chandpur,1976,5,35.6,24.4,64.0,79.0,2.9,3.0,5.840540541,41941,568556.9,571945.8,23.26,90.67,7,1976.05,0,1976-05-01
2297,Chandpur,1976,6,33.9,25.4,225.0,84.0,2.4,2.7,3.637837838,41941,568556.9,571945.8,23.26,90.67,7,1976.06,0,1976-06-01
2298,Chandpur,1976,7,33.3,26.2,165.0,86.0,2.8,3.5,3.416216216,41941,568556.9,571945.8,23.26,90.67,7,1976.07,0,1976-07-01
2299,Chandpur,1976,8,33.3,26.3,332.0,85.0,1.2,5.3,3.851351351,41941,568556.9,571945.8,23.26,90.67,7,1976.08,1,1976-08-01
2300,Chandpur,1976,9,36.3,25.8,113.0,85.0,2.5,2.1,4.289189189,41941,568556.9,571945.8,23.26,90.67,7,1976.09,0,1976-09-01
2301,Chandpur,1976,10,34.4,24.7,14.0,81.0,1.4,1.5,6.035135135,41941,568556.9,571945.8,23.26,90.67,7,1976.10,0,1976-10-01
2302,Chandpur,1976,11,34.4,21.2,1.0,78.0,1.0,1.0,6.635135135,41941,568556.9,571945.8,23.26,90.67,7,1976.11,0,1976-11-01
2303,Chandpur,1976,12,29.4,16.4,0.0,77.0,1.0,0.1,5.583783784,41941,568556.9,571945.8,23.26,90.67,7,1976.12,0,1976-12-01
2304,Chandpur,1977,1,27.8,13.5,0.0,75.0,1.2,0.0,6.1,41941,568556.9,571945.8,23.26,90.67,7,1977.01,0,1977-01-01
2305,Chandpur,1977,2,31.7,16.6,6.0,72.0,1.3,0.7,6.9,41941,568556.9,571945.8,23.26,90.67,7,1977.02,0,1977-02-01
2306,Chandpur,1977,3,33.3,21.1,46.0,71.0,1.8,1.0,6.9,41941,568556.9,571945.8,23.26,90.67,7,1977.03,0,1977-03-01
2307,Chandpur,1977,4,33.4,23.5,135.0,75.0,1.8,2.6,7.0,41941,568556.9,571945.8,23.26,90.67,7,1977.04,0,1977-04-01
2308,Chandpur,1977,5,33.4,24.7,251.0,79.0,1.4,3.6,5.6,41941,568556.9,571945.8,23.26,90.67,7,1977.05,0,1977-05-01
2309,Chandpur,1977,6,33.3,25.8,347.0,84.0,1.4,4.8,3.6,41941,568556.9,571945.8,23.26,90.67,7,1977.06,1,1977-06-01
2310,Chandpur,1977,7,31.8,25.8,426.0,86.0,1.4,5.3,3.1,41941,568556.9,571945.8,23.26,90.67,7,1977.07,1,1977-07-01
2311,Chandpur,1977,8,33.3,26.1,276.0,85.0,1.6,6.1,3.7,41941,568556.9,571945.8,23.26,90.67,7,1977.08,0,1977-08-01
2312,Chandpur,1977,9,34.4,25.8,154.0,85.0,0.9,4.9,6.8,41941,568556.9,571945.8,23.26,90.67,7,1977.09,0,1977-09-01
2313,Chandpur,1977,10,32.8,22.8,80.0,81.0,0.7,3.1,7.1,41941,568556.9,571945.8,23.26,90.67,7,1977.10,0,1977-10-01
2314,Chandpur,1977,11,31.1,19.6,122.0,78.0,0.2,2.9,7.3,41941,568556.9,571945.8,23.26,90.67,7,1977.11,0,1977-11-01
2315,Chandpur,1977,12,29.4,13.7,0.0,77.0,0.2,1.2,6.5,41941,568556.9,571945.8,23.26,90.67,7,1977.12,0,1977-12-01
2316,Chandpur,1978,1,25.9,13.5,3.0,75.0,0.6,0.8,6.1,41941,568556.9,571945.8,23.26,90.67,7,1978.01,0,1978-01-01
2317,Chandpur,1978,2,29.7,15.9,8.0,72.0,0.7,1.1,6.9,41941,568556.9,571945.8,23.26,90.67,7,1978.02,0,1978-02-01
2318,Chandpur,1978,3,32.8,20.6,54.0,71.0,1.3,1.7,6.9,41941,568556.9,571945.8,23.26,90.67,7,1978.03,0,1978-03-01
2319,Chandpur,1978,4,33.4,23.5,135.0,75.0,1.8,2.6,7.0,41941,568556.9,571945.8,23.26,90.67,7,1978.04,0,1978-04-01
2320,Chandpur,1978,5,33.4,24.7,251.0,79.0,1.4,3.6,5.6,41941,568556.9,571945.8,23.26,90.67,7,1978.05,0,1978-05-01
2321,Chandpur,1978,6,33.3,25.8,347.0,84.0,1.4,4.8,3.6,41941,568556.9,571945.8,23.26,90.67,7,1978.06,1,1978-06-01
2322,Chandpur,1978,7,31.8,25.8,426.0,86.0,1.4,5.3,3.1,41941,568556.9,571945.8,23.26,90.67,7,1978.07,1,1978-07-01
2323,Chandpur,1978,8,31.9,25.9,332.0,85.0,1.2,5.3,3.7,41941,568556.9,571945.8,23.26,90.67,7,1978.08,1,1978-08-01
2324,Chandpur,1978,9,32.2,25.7,229.0,85.0,1.0,4.4,4.3,41941,568556.9,571945.8,23.26,90.67,7,1978.09,0,1978-09-01
2325,Chandpur,1978,10,32.1,24.1,106.0,81.0,0.7,2.7,6.2,41941,568556.9,571945.8,23.26,90.67,7,1978.10,0,1978-10-01
2326,Chandpur,1978,11,30.8,19.9,29.0,78.0,0.6,1.5,6.7,41941,568556.9,571945.8,23.26,90.67,7,1978.11,0,1978-11-01
2327,Chandpur,1978,12,27.3,15.1,2.0,77.0,0.5,0.7,6.0,41941,568556.9,571945.8,23.26,90.67,7,1978.12,0,1978-12-01
2328,Chandpur,1979,1,28.0,11.8,38.0,73.0,0.0,1.0,8.0,41941,568556.9,571945.8,23.26,90.67,7,1979.01,0,1979-01-01
2329,Chandpur,1979,2,31.0,12.9,21.0,70.0,0.3,1.5,8.8,41941,568556.9,571945.8,23.26,90.67,7,1979.02,0,1979-02-01
2330,Chandpur,1979,3,35.0,18.3,7.0,66.0,0.9,3.0,8.7,41941,568556.9,571945.8,23.26,90.67,7,1979.03,0,1979-03-01
2331,Chandpur,1979,4,37.0,22.3,115.0,75.0,0.8,2.5,8.7,41941,568556.9,571945.8,23.26,90.67,7,1979.04,0,1979-04-01
2332,Chandpur,1979,5,37.0,24.6,218.0,80.0,0.9,3.0,7.8,41941,568556.9,571945.8,23.26,90.67,7,1979.05,0,1979-05-01
2333,Chandpur,1979,6,37.0,24.6,629.0,87.0,1.3,5.7,4.4,41941,568556.9,571945.8,23.26,90.67,7,1979.06,1,1979-06-01
2334,Chandpur,1979,7,33.2,24.3,556.0,87.0,1.3,5.9,4.9,41941,568556.9,571945.8,23.26,90.67,7,1979.07,1,1979-07-01
2335,Chandpur,1979,8,32.1,25.9,38.0,86.0,1.2,5.3,4.4,41941,568556.9,571945.8,23.26,90.67,7,1979.08,0,1979-08-01
2336,Chandpur,1979,9,35.5,25.2,289.0,87.0,0.5,5.0,5.4,41941,568556.9,571945.8,23.26,90.67,7,1979.09,0,1979-09-01
2337,Chandpur,1979,10,32.8,22.7,32.0,83.0,0.3,2.8,7.8,41941,568556.9,571945.8,23.26,90.67,7,1979.10,0,1979-10-01
2338,Chandpur,1979,11,32.7,20.7,10.0,81.0,0.1,2.3,6.5,41941,568556.9,571945.8,23.26,90.67,7,1979.11,0,1979-11-01
2339,Chandpur,1979,12,28.2,15.6,8.0,80.0,0.2,1.1,5.1,41941,568556.9,571945.8,23.26,90.67,7,1979.12,0,1979-12-01
2340,Chandpur,1980,1,26.2,13.3,3.0,75.0,0.6,0.8,5.2,41941,568556.9,571945.8,23.26,90.67,7,1980.01,0,1980-01-01
2341,Chandpur,1980,2,29.5,15.7,8.0,72.0,0.7,1.2,6.9,41941,568556.9,571945.8,23.26,90.67,7,1980.02,0,1980-02-01
2342,Chandpur,1980,3,32.9,20.4,54.0,71.0,1.3,1.7,7.9,41941,568556.9,571945.8,23.26,90.67,7,1980.03,0,1980-03-01
2343,Chandpur,1980,4,33.4,23.4,135.0,75.0,1.8,2.6,7.7,41941,568556.9,571945.8,23.26,90.67,7,1980.04,0,1980-04-01
2344,Chandpur,1980,5,33.7,24.6,251.0,79.0,1.4,3.6,5.5,41941,568556.9,571945.8,23.26,90.67,7,1980.05,0,1980-05-01
2345,Chandpur,1980,6,33.5,25.8,347.0,84.0,1.4,4.8,4.1,41941,568556.9,571945.8,23.26,90.67,7,1980.06,1,1980-06-01
2346,Chandpur,1980,7,32.3,25.8,426.0,86.0,1.4,5.3,3.3,41941,568556.9,571945.8,23.26,90.67,7,1980.07,1,1980-07-01
2347,Chandpur,1980,8,32.3,26.0,332.0,85.0,1.2,5.3,4.3,41941,568556.9,571945.8,23.26,90.67,7,1980.08,1,1980-08-01
2348,Chandpur,1980,9,32.5,25.6,229.0,85.0,1.0,4.4,5.1,41941,568556.9,571945.8,23.26,90.67,7,1980.09,0,1980-09-01
2349,Chandpur,1980,10,32.5,23.9,106.0,81.0,0.7,2.7,6.1,41941,568556.9,571945.8,23.26,90.67,7,1980.10,0,1980-10-01
2350,Chandpur,1980,11,31.0,19.9,29.0,78.0,0.6,1.5,6.7,41941,568556.9,571945.8,23.26,90.67,7,1980.11,0,1980-11-01
2351,Chandpur,1980,12,27.4,15.0,2.0,77.0,0.5,0.7,6.0,41941,568556.9,571945.8,23.26,90.67,7,1980.12,0,1980-12-01
2352,Chandpur,1981,1,27.1,13.4,8.0,77.0,0.4,2.0,5.9,41941,568556.9,571945.8,23.26,90.67,7,1981.01,0,1981-01-01
2353,Chandpur,1981,2,32.4,15.5,6.0,74.0,0.3,1.4,6.9,41941,568556.9,571945.8,23.26,90.67,7,1981.02,0,1981-02-01
2354,Chandpur,1981,3,32.6,18.5,20.0,74.0,0.6,4.2,6.3,41941,568556.9,571945.8,23.26,90.67,7,1981.03,0,1981-03-01
2355,Chandpur,1981,4,33.6,22.0,893.0,83.0,1.1,5.0,5.8,41941,568556.9,571945.8,23.26,90.67,7,1981.04,1,1981-04-01
2356,Chandpur,1981,5,33.5,23.9,599.0,83.0,0.7,5.6,5.5,41941,568556.9,571945.8,23.26,90.67,7,1981.05,1,1981-05-01
2357,Chandpur,1981,6,36.0,26.0,403.0,85.0,0.9,6.0,3.1,41941,568556.9,571945.8,23.26,90.67,7,1981.06,1,1981-06-01
2358,Chandpur,1981,7,32.4,25.7,436.0,89.0,1.2,6.7,3.0,41941,568556.9,571945.8,23.26,90.67,7,1981.07,1,1981-07-01
2359,Chandpur,1981,8,33.4,26.5,235.0,85.0,1.2,6.3,5.0,41941,568556.9,571945.8,23.26,90.67,7,1981.08,0,1981-08-01
2360,Chandpur,1981,9,34.6,26.3,147.0,85.0,0.5,5.2,5.6,41941,568556.9,571945.8,23.26,90.67,7,1981.09,0,1981-09-01
2361,Chandpur,1981,10,33.5,23.7,14.0,79.0,0.1,1.8,8.4,41941,568556.9,571945.8,23.26,90.67,7,1981.10,0,1981-10-01
2362,Chandpur,1981,11,32.8,18.4,0.0,76.0,0.1,1.2,8.5,41941,568556.9,571945.8,23.26,90.67,7,1981.11,0,1981-11-01
2363,Chandpur,1981,12,27.6,14.6,40.0,76.0,0.5,2.1,6.7,41941,568556.9,571945.8,23.26,90.67,7,1981.12,0,1981-12-01
2364,Chandpur,1982,1,29.1,12.9,0.0,72.0,0.2,0.8,6.3,41941,568556.9,571945.8,23.26,90.67,7,1982.01,0,1982-01-01
2365,Chandpur,1982,2,30.8,15.6,46.0,73.0,0.2,2.4,6.7,41941,568556.9,571945.8,23.26,90.67,7,1982.02,0,1982-02-01
2366,Chandpur,1982,3,34.6,18.7,36.0,70.0,0.3,2.1,7.0,41941,568556.9,571945.8,23.26,90.67,7,1982.03,0,1982-03-01
2367,Chandpur,1982,4,34.6,22.8,205.0,80.0,1.4,4.3,7.8,41941,568556.9,571945.8,23.26,90.67,7,1982.04,0,1982-04-01
2368,Chandpur,1982,5,36.5,24.9,206.0,79.0,0.6,3.3,7.5,41941,568556.9,571945.8,23.26,90.67,7,1982.05,0,1982-05-01
2369,Chandpur,1982,6,35.6,25.4,663.0,88.0,1.0,6.3,2.1,41941,568556.9,571945.8,23.26,90.67,7,1982.06,1,1982-06-01
2370,Chandpur,1982,7,33.7,26.2,815.0,86.0,1.2,6.2,3.6,41941,568556.9,571945.8,23.26,90.67,7,1982.07,1,1982-07-01
2371,Chandpur,1982,8,33.4,26.0,839.0,88.0,1.4,6.4,3.0,41941,568556.9,571945.8,23.26,90.67,7,1982.08,1,1982-08-01
2372,Chandpur,1982,9,35.4,26.1,250.0,85.0,0.5,4.9,5.4,41941,568556.9,571945.8,23.26,90.67,7,1982.09,0,1982-09-01
2373,Chandpur,1982,10,34.0,23.9,17.0,82.0,0.1,1.8,7.4,41941,568556.9,571945.8,23.26,90.67,7,1982.10,0,1982-10-01
2374,Chandpur,1982,11,32.4,18.5,83.0,79.0,0.2,1.5,6.3,41941,568556.9,571945.8,23.26,90.67,7,1982.11,0,1982-11-01
2375,Chandpur,1982,12,27.5,13.7,8.0,77.0,0.1,0.5,3.7,41941,568556.9,571945.8,23.26,90.67,7,1982.12,0,1982-12-01
2376,Chandpur,1983,1,28.4,13.0,10.0,77.0,0.1,1.4,4.2,41941,568556.9,571945.8,23.26,90.67,7,1983.01,0,1983-01-01
2377,Chandpur,1983,2,30.5,14.6,14.0,73.0,0.2,1.4,6.4,41941,568556.9,571945.8,23.26,90.67,7,1983.02,0,1983-02-01
2378,Chandpur,1983,3,33.6,21.0,148.0,77.0,0.8,2.4,6.4,41941,568556.9,571945.8,23.26,90.67,7,1983.03,0,1983-03-01
2379,Chandpur,1983,4,36.0,23.0,440.0,78.0,1.1,3.0,7.2,41941,568556.9,571945.8,23.26,90.67,7,1983.04,1,1983-04-01
2380,Chandpur,1983,5,35.6,24.2,751.0,82.0,0.5,3.7,6.6,41941,568556.9,571945.8,23.26,90.67,7,1983.05,1,1983-05-01
2381,Chandpur,1983,6,35.5,26.2,307.0,85.0,0.8,5.4,4.3,41941,568556.9,571945.8,23.26,90.67,7,1983.06,0,1983-06-01
2382,Chandpur,1983,7,35.2,26.7,319.0,86.0,0.6,5.2,2.8,41941,568556.9,571945.8,23.26,90.67,7,1983.07,0,1983-07-01
2383,Chandpur,1983,8,34.4,26.1,748.0,88.0,0.7,5.7,3.7,41941,568556.9,571945.8,23.26,90.67,7,1983.08,1,1983-08-01
2384,Chandpur,1983,9,34.1,26.3,332.0,88.0,0.4,4.7,4.4,41941,568556.9,571945.8,23.26,90.67,7,1983.09,1,1983-09-01
2385,Chandpur,1983,10,34.0,24.4,401.0,84.0,0.1,3.6,5.2,41941,568556.9,571945.8,23.26,90.67,7,1983.10,1,1983-10-01
2386,Chandpur,1983,11,33.4,20.0,56.0,79.0,0.1,1.7,6.7,41941,568556.9,571945.8,23.26,90.67,7,1983.11,0,1983-11-01
2387,Chandpur,1983,12,29.5,14.0,37.0,79.0,0.1,0.8,5.4,41941,568556.9,571945.8,23.26,90.67,7,1983.12,0,1983-12-01
2388,Chandpur,1984,1,26.5,12.5,25.0,77.0,0.3,1.0,6.3,41941,568556.9,571945.8,23.26,90.67,7,1984.01,0,1984-01-01
2389,Chandpur,1984,2,31.5,14.2,0.0,70.0,0.4,1.2,7.2,41941,568556.9,571945.8,23.26,90.67,7,1984.02,0,1984-02-01
2390,Chandpur,1984,3,36.1,19.6,1.0,67.0,0.8,1.1,8.6,41941,568556.9,571945.8,23.26,90.67,7,1984.03,0,1984-03-01
2391,Chandpur,1984,4,36.4,22.2,54.0,76.0,1.7,3.0,7.0,41941,568556.9,571945.8,23.26,90.67,7,1984.04,0,1984-04-01
2392,Chandpur,1984,5,36.5,22.5,620.0,82.0,1.5,4.5,4.7,41941,568556.9,571945.8,23.26,90.67,7,1984.05,1,1984-05-01
2393,Chandpur,1984,6,36.2,23.8,1151.0,88.0,1.1,6.0,2.8,41941,568556.9,571945.8,23.26,90.67,7,1984.06,1,1984-06-01
2394,Chandpur,1984,7,33.1,23.5,615.0,87.0,1.0,5.9,3.1,41941,568556.9,571945.8,23.26,90.67,7,1984.07,1,1984-07-01
2395,Chandpur,1984,8,33.5,23.6,724.0,88.0,0.6,6.3,3.7,41941,568556.9,571945.8,23.26,90.67,7,1984.08,1,1984-08-01
2396,Chandpur,1984,9,33.7,22.8,349.0,86.0,0.3,3.9,4.3,41941,568556.9,571945.8,23.26,90.67,7,1984.09,1,1984-09-01
2397,Chandpur,1984,10,34.1,21.3,120.0,85.0,0.1,3.0,6.2,41941,568556.9,571945.8,23.26,90.67,7,1984.10,0,1984-10-01
2398,Chandpur,1984,11,31.4,17.8,0.0,75.0,0.1,0.3,6.7,41941,568556.9,571945.8,23.26,90.67,7,1984.11,0,1984-11-01
2399,Chandpur,1984,12,29.0,13.5,7.0,77.0,0.1,0.8,6.0,41941,568556.9,571945.8,23.26,90.67,7,1984.12,0,1984-12-01
2400,Chandpur,1985,1,29.3,13.2,1.0,77.0,0.0,1.1,6.1,41941,568556.9,571945.8,23.26,90.67,7,1985.01,0,1985-01-01
2401,Chandpur,1985,2,30.1,14.8,0.0,75.0,0.2,1.1,6.9,41941,568556.9,571945.8,23.26,90.67,7,1985.02,0,1985-02-01
2402,Chandpur,1985,3,35.1,22.1,371.0,77.0,1.3,1.9,6.9,41941,568556.9,571945.8,23.26,90.67,7,1985.03,1,1985-03-01
2403,Chandpur,1985,4,35.5,24.3,119.0,79.0,1.4,2.3,7.0,41941,568556.9,571945.8,23.26,90.67,7,1985.04,0,1985-04-01
2404,Chandpur,1985,5,34.5,23.3,515.0,82.0,1.0,3.1,5.6,41941,568556.9,571945.8,23.26,90.67,7,1985.05,1,1985-05-01
2405,Chandpur,1985,6,34.0,25.5,324.0,86.0,0.9,4.8,3.6,41941,568556.9,571945.8,23.26,90.67,7,1985.06,0,1985-06-01
2406,Chandpur,1985,7,33.0,24.9,341.0,89.0,1.1,5.4,3.1,41941,568556.9,571945.8,23.26,90.67,7,1985.07,1,1985-07-01
2407,Chandpur,1985,8,33.5,25.2,437.0,87.0,0.8,4.9,3.7,41941,568556.9,571945.8,23.26,90.67,7,1985.08,1,1985-08-01
2408,Chandpur,1985,9,34.0,25.0,536.0,88.0,0.4,4.6,4.3,41941,568556.9,571945.8,23.26,90.67,7,1985.09,1,1985-09-01
2409,Chandpur,1985,10,34.6,23.2,18.0,81.0,0.3,1.4,6.2,41941,568556.9,571945.8,23.26,90.67,7,1985.10,0,1985-10-01
2410,Chandpur,1985,11,32.9,17.6,0.0,78.0,0.1,0.8,6.7,41941,568556.9,571945.8,23.26,90.67,7,1985.11,0,1985-11-01
2411,Chandpur,1985,12,29.5,13.7,0.0,77.0,0.3,0.5,6.0,41941,568556.9,571945.8,23.26,90.67,7,1985.12,0,1985-12-01
2412,Chandpur,1986,1,29.2,12.8,6.0,80.0,0.3,1.0,6.1,41941,568556.9,571945.8,23.26,90.67,7,1986.01,0,1986-01-01
2413,Chandpur,1986,2,30.7,14.8,0.0,72.0,0.3,1.0,6.9,41941,568556.9,571945.8,23.26,90.67,7,1986.02,0,1986-02-01
2414,Chandpur,1986,3,36.9,20.2,14.0,69.0,0.4,0.9,6.9,41941,568556.9,571945.8,23.26,90.67,7,1986.03,0,1986-03-01
2415,Chandpur,1986,4,34.8,22.7,123.0,77.0,1.5,3.3,7.0,41941,568556.9,571945.8,23.26,90.67,7,1986.04,0,1986-04-01
2416,Chandpur,1986,5,35.5,23.6,157.0,79.0,0.5,2.3,5.6,41941,568556.9,571945.8,23.26,90.67,7,1986.05,0,1986-05-01
2417,Chandpur,1986,6,36.0,26.4,226.0,83.0,0.7,4.2,3.6,41941,568556.9,571945.8,23.26,90.67,7,1986.06,0,1986-06-01
2418,Chandpur,1986,7,33.8,25.9,399.0,86.0,0.9,5.3,3.1,41941,568556.9,571945.8,23.26,90.67,7,1986.07,1,1986-07-01
2419,Chandpur,1986,8,34.7,26.2,283.0,83.0,0.6,4.5,3.7,41941,568556.9,571945.8,23.26,90.67,7,1986.08,0,1986-08-01
2420,Chandpur,1986,9,33.6,25.1,478.0,87.0,0.6,5.1,3.3,41941,568556.9,571945.8,23.26,90.67,7,1986.09,1,1986-09-01
2421,Chandpur,1986,10,32.8,23.4,186.0,83.0,0.2,2.1,6.7,41941,568556.9,571945.8,23.26,90.67,7,1986.10,0,1986-10-01
2422,Chandpur,1986,11,32.5,19.8,197.0,81.0,0.3,1.8,6.6,41941,568556.9,571945.8,23.26,90.67,7,1986.11,0,1986-11-01
2423,Chandpur,1986,12,28.4,15.8,0.0,79.0,0.4,0.9,6.5,41941,568556.9,571945.8,23.26,90.67,7,1986.12,0,1986-12-01
2424,Chandpur,1987,1,28.4,13.6,0.0,77.0,0.4,0.6,7.2,41941,568556.9,571945.8,23.26,90.67,7,1987.01,0,1987-01-01
2425,Chandpur,1987,2,33.0,15.8,0.0,72.0,0.3,0.9,7.5,41941,568556.9,571945.8,23.26,90.67,7,1987.02,0,1987-02-01
2426,Chandpur,1987,3,35.5,20.1,51.0,72.0,0.7,2.2,6.9,41941,568556.9,571945.8,23.26,90.67,7,1987.03,0,1987-03-01
2427,Chandpur,1987,4,35.6,23.3,245.0,78.0,1.4,3.0,7.0,41941,568556.9,571945.8,23.26,90.67,7,1987.04,0,1987-04-01
2428,Chandpur,1987,5,36.2,24.8,105.0,76.0,1.0,2.3,7.5,41941,568556.9,571945.8,23.26,90.67,7,1987.05,0,1987-05-01
2429,Chandpur,1987,6,35.3,26.6,81.0,81.0,1.3,4.1,4.2,41941,568556.9,571945.8,23.26,90.67,7,1987.06,0,1987-06-01
2430,Chandpur,1987,7,33.5,25.8,750.0,87.0,1.1,6.2,3.1,41941,568556.9,571945.8,23.26,90.67,7,1987.07,1,1987-07-01
2431,Chandpur,1987,8,33.5,26.2,559.0,85.0,1.0,5.2,4.0,41941,568556.9,571945.8,23.26,90.67,7,1987.08,1,1987-08-01
2432,Chandpur,1987,9,34.3,26.4,231.0,84.0,0.9,4.7,3.2,41941,568556.9,571945.8,23.26,90.67,7,1987.09,0,1987-09-01
2433,Chandpur,1987,10,33.4,24.2,155.0,80.0,0.4,1.4,7.5,41941,568556.9,571945.8,23.26,90.67,7,1987.10,0,1987-10-01
2434,Chandpur,1987,11,31.9,20.9,20.0,77.0,0.6,2.0,6.7,41941,568556.9,571945.8,23.26,90.67,7,1987.11,0,1987-11-01
2435,Chandpur,1987,12,27.8,15.3,7.0,77.0,0.4,0.8,7.2,41941,568556.9,571945.8,23.26,90.67,7,1987.12,0,1987-12-01
2436,Chandpur,1988,1,27.5,14.0,0.0,74.0,0.5,0.5,6.1,41941,568556.9,571945.8,23.26,90.67,7,1988.01,0,1988-01-01
2437,Chandpur,1988,2,31.4,15.8,50.0,74.0,0.6,1.2,6.9,41941,568556.9,571945.8,23.26,90.67,7,1988.02,0,1988-02-01
2438,Chandpur,1988,3,34.5,20.8,70.0,74.0,0.7,2.2,6.0,41941,568556.9,571945.8,23.26,90.67,7,1988.03,0,1988-03-01
2439,Chandpur,1988,4,35.3,24.0,90.0,77.0,1.1,2.8,6.1,41941,568556.9,571945.8,23.26,90.67,7,1988.04,0,1988-04-01
2440,Chandpur,1988,5,34.5,25.0,336.0,82.0,1.4,4.7,4.9,41941,568556.9,571945.8,23.26,90.67,7,1988.05,0,1988-05-01
2441,Chandpur,1988,6,34.9,26.0,355.0,84.0,1.1,5.1,3.8,41941,568556.9,571945.8,23.26,90.67,7,1988.06,1,1988-06-01
2442,Chandpur,1988,7,33.8,26.2,340.0,85.0,1.1,5.4,3.4,41941,568556.9,571945.8,23.26,90.67,7,1988.07,1,1988-07-01
2443,Chandpur,1988,8,33.2,26.2,303.0,85.0,0.9,5.6,1.8,41941,568556.9,571945.8,23.26,90.67,7,1988.08,0,1988-08-01
